"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-2029480","R-HSA-2029480","Fcgamma receptor (FCGR) dependent phagocytosis","61/4633","86/11146",0.709302325581395,1.70642860369744,5.5465200253159,3.09104746162178e-08,1.61332735254969e-06,9.98161676061906e-07,"10006/10152/25/60/71/10097/10096/10768/10552/10095/10109/10092/55845/998/1072/1398/23191/1793/9844/63916/2534/2885/3320/3326/3708/3709/3710/3984/4067/5594/5595/4627/4651/4641/4644/4650/4690/10787/51517/4771/5058/5290/5291/5295/5296/5335/23646/5580/5581/5747/5879/7410/10451/8936/10163/10810/8976/7456/147179/644150/7525",61
"R-HSA-9013404","R-HSA-9013404","RAC2 GTPase cycle","62/4633","88/11146",0.704545454545455,1.69498459666817,5.52025156933234,3.59276888546193e-08,1.81659376771169e-06,1.12392210857707e-06,"10006/10152/29/23141/392/57584/23092/9743/2909/80728/396/613/55845/857/998/23191/81624/1793/55619/1795/9732/1829/2010/1969/55914/9815/8826/55004/3930/23592/3998/143098/4580/10787/4810/4983/5058/5062/10298/10424/5290/5295/5296/8503/57580/7879/29127/26050/23075/85360/51347/7037/7074/7112/7204/9341/81839/9217/7410/10451/7444/10163",62
"R-HSA-5684996","R-HSA-5684996","MAPK1/MAPK3 signaling","164/4633","286/11146",0.573426573426573,1.37954081316913,5.48412361055971,3.82828857048298e-08,1.87702148698226e-06,1.16130859028048e-06,"51104/60/71/284/402/408/598/673/801/805/808/815/817/818/983/22866/1445/8452/153090/1739/1740/1843/11221/80824/1844/1846/1847/1848/1849/1850/1852/1956/2065/2066/2069/8817/2247/2250/2252/2254/2260/2263/2261/2266/2335/2339/2342/10818/2534/2668/2674/51125/2885/2904/1839/3082/23463/54756/3560/3568/3569/3570/3572/8826/3667/8660/3716/3718/84078/3815/3845/8844/283455/8649/10434/5604/4296/5594/5595/4140/4233/22808/4684/4747/4763/4893/3084/152559/5147/5154/5155/5156/8682/5290/5291/5295/5296/5500/5501/5515/5516/5518/5519/5525/5527/5528/5529/5588/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/5747/5774/5778/5786/5894/5900/10048/5906/5908/9693/5921/5922/8437/9462/221002/5924/10125/9986/23179/5863/6464/8036/6654/161742/399473/6711/6712/57731/8831/7039/7094/7297/7314/7316/7414/7529/51114",164
"R-HSA-450294","R-HSA-450294","MAP kinase activation","48/4633","64/11146",0.75,1.8043384416145,5.44252442648372,5.37685568756954e-08,2.51571584465725e-06,1.55646722286712e-06,"1386/8945/1147/1385/8454/1845/1846/1848/1849/23291/2353/3551/3654/3725/5604/5606/6416/5609/6885/1326/5594/5602/1432/5595/5598/5599/5601/4205/4208/4790/387522/5515/5516/5518/5519/5528/8767/6196/6197/9252/6500/23118/257397/79155/7314/7316/7334/7335",48
"R-HSA-3108232","R-HSA-3108232","SUMO E3 ligases SUMOylate target proteins","112/4633","183/11146",0.612021857923497,1.47239275381293,5.43431379569318,5.44190695692235e-08,2.51571584465725e-06,1.55646722286712e-06,"8086/367/6790/9212/332/648/672/9994/84733/8535/23468/57332/55143/1029/1107/100532731/1387/1487/10521/1655/1786/1788/1789/5610/2033/2099/3066/9759/51564/28996/3183/3190/3622/9656/4193/4286/57591/9112/8648/10499/9612/55706/4869/7181/2908/4306/4929/2494/8204/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/142/5111/5241/1912/80012/8554/9063/51588/5371/9883/5465/5468/10891/5885/8480/5903/5905/165918/6045/6095/6256/6304/23314/81929/25942/8243/9126/6670/10735/7341/6612/23512/6996/7020/7022/7067/7068/7150/7153/7155/10210/7157/7158/7175/10155/7329/115426/7428/9189/7690",112
"R-HSA-2029482","R-HSA-2029482","Regulation of actin dynamics for phagocytic cup formation","46/4633","61/11146",0.754098360655738,1.8141982145195,5.37783981176133,7.68305919121486e-08,3.45310826982935e-06,2.13642961720624e-06,"10006/10152/25/60/71/10097/10096/10552/10095/10109/10092/55845/998/1072/1398/23191/1793/9844/63916/2885/3320/3326/3984/5594/5595/4627/4651/4641/4644/4650/4690/10787/51517/4771/5058/5747/5879/7410/10451/8936/10163/10810/8976/7456/147179/644150",46
"R-HSA-6807070","R-HSA-6807070","PTEN Regulation","89/4633","140/11146",0.635714285714286,1.52939163146372,5.31626942749311,1.07154762065394e-07,4.68584878437316e-06,2.89912315004806e-06,"26523/27161/192669/192670/207/208/10000/1386/648/84733/8535/23466/57332/1107/1108/100532731/1457/1958/2146/2444/54815/57459/3066/51564/3725/55004/8649/389541/10542/84232/5594/5595/53615/2122/23608/4343/9112/9219/2475/4734/23252/1912/80012/5371/5468/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/5728/5928/5931/23186/5978/6009/81847/6045/10670/58528/57167/153129/23512/8658/80351/27327/23112/57690/7157/7314/7316/8975/7874/11060/331",89
"R-HSA-4420097","R-HSA-4420097","VEGFA-VEGFR2 Pathway","67/4633","99/11146",0.676767676767677,1.62815724697875,5.29473760400852,1.24578645429393e-07,5.30442758696731e-06,3.28183633804301e-06,"10006/10152/60/71/10768/207/208/10000/558/55845/801/805/808/857/998/1398/1495/1499/1500/23191/1793/9844/63916/2534/3320/3685/3708/3709/3710/3728/3791/3845/5603/1432/79109/2475/4690/10787/4893/5058/5062/5063/5170/5290/5291/5295/5296/5335/5566/5567/5579/5580/5747/5829/5879/5921/387/253260/6093/9475/57761/7410/10451/7422/8936/10163/10810",67
"R-HSA-5673001","R-HSA-5673001","RAF/MAP kinase cascade","159/4633","280/11146",0.567857142857143,1.3661419629367,5.23328417570505,1.47803177492152e-07,6.13193695339235e-06,3.79381435344228e-06,"51104/60/71/284/402/408/598/673/801/805/808/815/817/818/22866/1445/8452/153090/1739/1740/1843/11221/80824/1844/1846/1847/1848/1849/1850/1852/1956/2065/2066/2069/8817/2247/2250/2252/2254/2260/2263/2261/2266/2335/2339/2342/10818/2534/2668/2674/51125/2885/2904/1839/3082/23463/54756/3560/3568/8826/3667/8660/3716/3718/84078/3815/3845/8844/283455/8649/10434/5604/4296/5594/5595/4140/4233/22808/4684/4747/4763/4893/3084/152559/5147/5154/5155/5156/8682/5290/5291/5295/5296/5500/5501/5515/5516/5518/5519/5525/5527/5528/5529/5588/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/5747/5774/5778/5786/5894/5900/10048/5906/5908/9693/5921/5922/8437/9462/221002/5924/10125/9986/23179/5863/6464/8036/6654/161742/399473/6711/6712/57731/8831/7039/7094/7314/7316/7414/7529/51114",159
"R-HSA-9013423","R-HSA-9013423","RAC3 GTPase cycle","64/4633","94/11146",0.680851063829787,1.63798099664295,5.23880072336466,1.68640696028214e-07,6.82151615434126e-06,4.22045531375873e-06,"10006/10152/27/29/116984/392/57584/23092/9743/2909/80728/394/613/55845/857/998/23191/81624/55619/1829/2010/1969/55914/10979/9815/9235/182/55004/3930/23592/3998/143098/10787/4810/4952/4983/5058/5062/10298/10424/5295/5296/57580/7879/29127/2889/6510/22865/26050/8773/23075/85360/51347/7037/7074/7112/7204/9341/81839/7410/7444/8936/10163/10652",64
"R-HSA-69231","R-HSA-69231","Cyclin D associated events in G1","37/4633","47/11146",0.787234042553192,1.89391552736842,5.17945580575764,2.17585863728975e-07,8.38223636936859e-06,5.18606908286353e-06,"25/595/894/896/898/9134/1017/1019/1021/1022/1026/1027/1028/1029/1030/1163/8454/1869/1870/1871/1874/1875/4067/5515/5516/5518/5519/5520/5925/5933/5934/6500/6502/7027/7029/7314/7316",37
"R-HSA-69236","R-HSA-69236","G1 Phase","37/4633","47/11146",0.787234042553192,1.89391552736842,5.17945580575764,2.17585863728975e-07,8.38223636936859e-06,5.18606908286353e-06,"25/595/894/896/898/9134/1017/1019/1021/1022/1026/1027/1028/1029/1030/1163/8454/1869/1870/1871/1874/1875/4067/5515/5516/5518/5519/5520/5925/5933/5934/6500/6502/7027/7029/7314/7316",37
"R-HSA-9013405","R-HSA-9013405","RHOD GTPase cycle","41/4633","54/11146",0.759259259259259,1.82661422484431,5.13541412716653,2.86603615083962e-07,1.07714784834208e-05,6.66428731880371e-06,"9590/51479/392/94134/57584/23092/9743/2909/80728/394/832/857/144402/1729/1730/81624/79180/2010/27145/101059918/3930/23592/3998/4001/158747/57144/56924/10424/5295/5296/5361/7879/29127/9497/55240/7112/26092/9341/81839/9217/7444",41
"R-HSA-8856828","R-HSA-8856828","Clathrin-mediated endocytosis","91/4633","146/11146",0.623287671232877,1.49949587385315,5.12380552633202,2.92920304864348e-07,1.07714784834208e-05,6.66428731880371e-06,"22848/60/71/10097/10096/154/3267/273/160/163/1173/1175/382/10552/10109/10092/408/867/1129/1211/1213/9318/10987/50813/64708/10920/2017/1601/9829/1759/26052/1956/29924/22905/2060/2069/115548/54874/8322/26130/2885/1839/3092/3312/3482/6453/50618/3949/26119/4036/4074/25977/4952/8301/5286/23396/5868/5869/5878/85021/9185/950/84251/6455/6456/30011/9892/112574/51429/11037/85439/8867/8871/6857/23208/127833/7037/7039/10618/1861/9322/7314/7316/29979/29978/9341/8674/6845/8673/8976/7474",91
"R-HSA-2173796","R-HSA-2173796","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","30/4633","36/11146",0.833333333333333,2.00482049068278,5.0928789188025,3.1369002467998e-07,1.11700246507967e-05,6.91086685505667e-06,"892/8812/904/905/1024/1025/1030/1278/1874/1875/2033/5045/5594/5595/4609/5933/54778/5054/4087/4088/4089/4092/6667/7027/7029/7050/60436/7314/7316/25937",30
"R-HSA-9659787","R-HSA-9659787","Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects","17/4633","17/11146",1,2.40578458881934,4.89210550783774,3.2446919566591e-07,1.11700246507967e-05,6.91086685505667e-06,"595/894/896/898/9134/1017/1019/1021/1026/1027/1028/1869/1870/1871/5925/7027/7029",17
"R-HSA-9661069","R-HSA-9661069","Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)","17/4633","17/11146",1,2.40578458881934,4.89210550783774,3.2446919566591e-07,1.11700246507967e-05,6.91086685505667e-06,"595/894/896/898/9134/1017/1019/1021/1026/1027/1028/1869/1870/1871/5925/7027/7029",17
"R-HSA-6794362","R-HSA-6794362","Protein-protein interactions at synapses","59/4633","86/11146",0.686046511627907,1.65048012488769,5.10724087314108,3.39215850403417e-07,1.14344009573485e-05,7.07443582749232e-06,"320/57596/8573/28988/1739/1740/9229/22839/2035/2036/2037/23136/57669/10211/2319/2890/2892/2903/2904/2911/2915/9456/9455/3556/11141/8825/55327/79414/78999/26045/347731/80059/22871/57555/57502/9378/9379/9369/4916/10611/8500/8499/8496/8495/5789/5792/10313/22941/26037/114798/84631/22865/139065/26050/84189/6812/6857/127833/9066",59
"R-HSA-2559585","R-HSA-2559585","Oncogene Induced Senescence","28/4633","33/11146",0.848484848484849,2.04127177233156,5.05226422691267,3.73798055824419e-07,1.20032864692802e-05,7.42640389843569e-06,"26523/192669/192670/1019/1021/1029/1030/1869/1870/1871/2077/2113/2114/5594/5595/4193/4194/4343/5925/6667/7027/7029/27327/23112/57690/7157/7314/7316",28
"R-HSA-9022692","R-HSA-9022692","Regulation of MECP2 expression and activity","28/4633","33/11146",0.848484848484849,2.04127177233156,5.05226422691267,3.73798055824419e-07,1.20032864692802e-05,7.42640389843569e-06,"26523/27161/192669/192670/9212/801/805/808/815/817/818/1385/2290/3066/28996/3064/3930/4204/4343/9611/9612/5566/25942/6907/79718/27327/23112/57690",28
"R-HSA-9856651","R-HSA-9856651","MITF-M-dependent gene expression","60/4633","88/11146",0.681818181818182,1.640307674195,5.08595364598876,3.78348337412418e-07,1.20032864692802e-05,7.42640389843569e-06,"60/26523/27161/192669/192670/208/8289/57492/533/9114/8992/523/526/528/529/9550/596/605/9275/891/595/1017/1026/1029/1385/1499/1729/23405/5977/3094/3662/51176/3978/1432/4233/4286/4343/4644/25924/5347/5454/10891/5873/25942/23411/6597/6598/6599/6601/6602/6603/6760/26039/83439/6934/7020/27327/23112/57690/4308",60
"R-HSA-5627123","R-HSA-5627123","RHO GTPases activate PAKs","22/4633","24/11146",0.916666666666667,2.20530253975106,4.9852953699708,4.00206580373475e-07,1.22614344873552e-05,7.58611944406663e-06,"801/805/808/998/2017/2316/3984/4628/4629/79784/4627/10627/4637/4638/4771/5058/5062/5063/5500/4659/4660/5879",22
"R-HSA-948021","R-HSA-948021","Transport to the Golgi and subsequent modification","111/4633","186/11146",0.596774193548387,1.4357101578438,5.05393354894239,4.02160936018205e-07,1.22614344873552e-05,7.58611944406663e-06,"10121/287/288/23243/372/375/377/378/84364/26286/2683/8704/8703/9334/9331/51272/829/830/832/1604/966/9486/10175/9382/83548/10466/84342/1314/1315/22820/26958/22818/1453/1075/1639/10540/51164/84516/1778/1780/1783/140735/2530/8729/2804/9527/9570/2890/10945/11014/3998/81562/4121/10905/57134/4124/90411/4245/4247/11320/11282/4249/375056/63908/8774/4905/5537/22870/55291/10113/5861/81876/51128/23256/9919/9117/10484/11196/10802/10427/9632/9871/22872/25956/5265/6711/6712/57731/6480/8128/51046/55014/128637/10342/7039/10972/10959/23423/51014/100302736/54732/11070/58485/7109/6399/122553/83696/7846/10383/8615/10652",111
"R-HSA-6811442","R-HSA-6811442","Intra-Golgi and retrograde Golgi-to-ER traffic","119/4633","202/11146",0.589108910891089,1.41726913895793,5.04759562932443,4.09219692408642e-07,1.22614344873552e-05,7.58611944406663e-06,"10121/56894/372/375/377/378/84364/26286/23647/10139/400/51272/636/23299/829/830/832/9382/83548/10466/84342/1314/1315/22820/26958/22818/1523/9267/9266/9265/1639/10540/51164/84516/1778/1780/1783/140735/2589/2590/8729/9648/2800/2803/27333/9527/9570/3482/10945/11014/3832/55614/146909/547/23095/10749/10112/55605/23046/9493/3796/11004/11127/9371/3798/3799/22920/3831/89953/4074/4121/10905/57134/4124/122830/60560/84316/63908/8774/4905/5048/5049/5321/22931/5861/81876/27314/25782/339122/9367/51209/29127/9827/57589/60592/8675/10228/6836/90196/10618/10972/10959/23423/51014/100302736/54732/7110/9321/7846/10383/9712/9341/8674/6293/55275/51542/143187/10652/9183",119
"R-HSA-1169410","R-HSA-1169410","Antiviral mechanism by IFN-stimulated genes","92/4633","149/11146",0.61744966442953,1.48545088705624,5.03132032527384,4.68448532834279e-07,1.37809041113793e-05,8.52621157369185e-06,"8086/6059/103/25820/8678/983/1147/1660/5611/54920/5610/1965/8894/1968/1973/1974/1977/9470/317649/1981/1982/8672/2175/2187/2176/57697/2316/3303/3304/3306/3312/3551/3609/3661/3716/3836/3838/3839/3840/3841/3837/5595/4137/57506/4690/55706/4734/4869/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/4939/4940/201626/5335/9883/5495/5515/5516/5518/5519/5525/8575/5771/8480/5903/6041/81929/6772/6774/7341/6895/7157/7175/7706/7846/10383/7314/7316/7324/7329/7334",92
"R-HSA-9013424","R-HSA-9013424","RHOV GTPase cycle","31/4633","38/11146",0.815789473684211,1.96261374351051,5.01310231129649,5.03265874896601e-07,1.45407890282625e-05,8.99635050802007e-06,"94134/8874/9738/998/79598/1213/9231/667/1969/9815/8826/4296/4649/4690/5058/5062/10298/56924/84612/79834/5295/171177/57630/6711/7170/7171/8239/81839/8976/11180/57473",31
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","97/4633","160/11146",0.60625,1.45850690697172,4.92682031720454,7.81470397755908e-07,2.21827912906852e-05,1.37244385644666e-05,"207/208/10000/6790/9212/580/672/23774/27154/890/900/983/1017/8851/1029/1107/1108/1111/1457/1763/8445/79813/2033/54815/57459/3066/204851/28996/3364/3622/133746/10524/7994/1432/79109/53615/4193/4194/9219/2475/26155/9891/5170/51230/5305/8396/79837/90809/5371/5457/5515/5516/5518/5519/5527/639/5562/5563/5564/5565/51422/5884/5883/5928/5931/5932/117584/83695/253260/116028/80196/6118/133383/6446/6749/6794/11198/6872/6882/6883/8148/83860/6874/6877/6879/54457/6880/51616/6908/7157/7159/94241/7161/7314/7316/7874/25946",97
"R-HSA-194138","R-HSA-194138","Signaling by VEGF","70/4633","108/11146",0.648148148148148,1.55930482608661,4.92601689529828,8.34599305928917e-07,2.32824427067757e-05,1.44047901985191e-05,"10006/10152/60/71/10768/207/208/10000/558/55845/801/805/808/857/998/1398/1495/1499/1500/23191/1793/9844/63916/2321/2534/3320/3685/3708/3709/3710/3728/3791/3845/5603/1432/79109/2475/4690/10787/4893/8829/5058/5062/5063/5170/5290/5291/5295/5296/5335/5566/5567/5579/5580/5747/5829/5879/5921/387/253260/6093/9475/57761/7410/10451/7422/7424/8936/10163/10810",70
"R-HSA-9664407","R-HSA-9664407","Parasite infection","43/4633","59/11146",0.728813559322034,1.75336842913952,4.89335863084477,1.02714350333821e-06,2.72445604655938e-05,1.685614273813e-05,"10006/10152/25/60/71/10097/10096/10552/10095/10109/10092/55845/998/1398/23191/1793/9844/63916/2534/2885/4067/5594/5595/4627/4651/4641/4644/4650/4690/10787/51517/5747/5879/7410/10451/8936/10163/10810/8976/7456/147179/644150/7525",43
"R-HSA-9664417","R-HSA-9664417","Leishmania phagocytosis","43/4633","59/11146",0.728813559322034,1.75336842913952,4.89335863084477,1.02714350333821e-06,2.72445604655938e-05,1.685614273813e-05,"10006/10152/25/60/71/10097/10096/10552/10095/10109/10092/55845/998/1398/23191/1793/9844/63916/2534/2885/4067/5594/5595/4627/4651/4641/4644/4650/4690/10787/51517/5747/5879/7410/10451/8936/10163/10810/8976/7456/147179/644150/7525",43
"R-HSA-9664422","R-HSA-9664422","FCGR3A-mediated phagocytosis","43/4633","59/11146",0.728813559322034,1.75336842913952,4.89335863084477,1.02714350333821e-06,2.72445604655938e-05,1.685614273813e-05,"10006/10152/25/60/71/10097/10096/10552/10095/10109/10092/55845/998/1398/23191/1793/9844/63916/2534/2885/4067/5594/5595/4627/4651/4641/4644/4650/4690/10787/51517/5747/5879/7410/10451/8936/10163/10810/8976/7456/147179/644150/7525",43
"R-HSA-2426168","R-HSA-2426168","Activation of gene expression by SREBF (SREBP)","33/4633","42/11146",0.785714285714286,1.89025931978662,4.87508390685455,1.08743549946033e-06,2.79281053670923e-05,1.72790502921767e-05,"31/10498/80205/1387/1595/79071/2194/2222/2224/57678/3156/3157/4047/5469/4520/4598/8648/10499/4800/4801/4802/5465/6256/6309/6319/6667/6713/6720/6721/6907/79718/96764/7108",33
"R-HSA-9696264","R-HSA-9696264","RND3 GTPase cycle","33/4633","42/11146",0.785714285714286,1.89025931978662,4.87508390685455,1.08743549946033e-06,2.79281053670923e-05,1.72790502921767e-05,"22852/57584/2909/394/857/55704/10970/1152/1362/9231/1832/667/1969/2319/3895/23592/11188/8301/5295/5296/8502/5783/9462/27316/390/6093/23513/10505/29766/7126/81839/57216/11180",33
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","76/4633","120/11146",0.633333333333333,1.52366357291891,4.86423603730205,1.11583339057126e-06,2.82096629053797e-05,1.74532492505472e-05,"25/207/208/10000/367/650/865/891/595/983/1019/1026/1277/8454/1749/2099/2101/2736/2737/2932/9464/9759/3280/23462/23493/59269/3549/3678/9358/4094/5594/5595/2908/10891/133522/8493/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/5925/10432/100526737/861/860/23314/6500/6502/4086/4089/57154/6662/6772/7291/7314/7316/11059/25937/10413/7525/25925",76
"R-HSA-9634815","R-HSA-9634815","Transcriptional Regulation by NPAS4","28/4633","34/11146",0.823529411764706,1.98123436726299,4.83277682740562,1.27439503545398e-06,3.17226333440698e-05,1.96267154448054e-05,"26523/27161/192669/192670/405/9915/627/406/8851/1387/2353/2669/440073/30818/9500/5594/5595/4193/4343/10135/2908/10769/5978/6722/27327/23112/57690/7514",28
"R-HSA-2682334","R-HSA-2682334","EPH-Ephrin signaling","61/4633","92/11146",0.66304347826087,1.59513978171717,4.83430238882205,1.34124161612974e-06,3.28807414378472e-05,2.03432340819678e-05,"60/71/10097/10096/102/160/163/1173/1175/51107/83464/8874/10552/10095/10109/10092/998/1072/1211/1213/1759/1942/1948/1969/2042/2043/2044/2045/2048/2050/2534/2904/6453/8997/3984/4067/4313/4318/4628/4629/79784/4627/10627/4637/5058/5062/5063/5663/5747/5879/5921/387/6093/9475/6383/6386/7074/7410/10451/8976/7525",61
"R-HSA-2454202","R-HSA-2454202","Fc epsilon receptor (FCERI) signaling","83/4633","134/11146",0.619402985074627,1.49015015576123,4.81425500114076,1.39927812832789e-06,3.37915225617094e-05,2.09067321294552e-05,"10768/8915/8945/801/805/808/997/1147/8454/23291/2353/2534/9402/2885/3551/3708/3709/3710/3725/3845/4067/10892/6416/5609/4214/6885/5594/5602/5595/5599/5601/4772/4773/4775/4790/4893/5058/5062/5170/387522/5290/5291/5295/5296/5335/5530/5532/5534/5588/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/5879/10125/6464/6500/6654/23118/257397/7314/7316/7321/7322/7334/7335/7410/10451",83
