Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Cholinergic synapse	57/113	0.00535200426255236	0.0134432233051512	0	0	1.64979243542435	8.62888324181846	CHRM2;PIK3CB;AKT2;AKT3;CREB3L2;AKT1;PRKACA;PRKACB;MAP2K1;PRKCB;FOS;SLC5A7;ADCY9;CREB1;PLCB4;PIK3CA;KCNQ5;PLCB1;CREB5;CAMK2D;CHRNA7;CAMK2A;ITPR1;GNAI3;ITPR2;PIK3R3;ADCY3;ITPR3;PIK3R2;ADCY2;CACNA1C;PIK3R1;ADCY1;ADCY7;ADCY6;GNAI1;GNAI2;NRAS;GNG2;GNG5;MAPK1;FYN;CAMK2G;KCNJ2;KCNJ3;MAPK3;KCNJ6;KCNJ12;GNG12;GNAO1;GNAQ;GNB2;GNB1;BCL2;GNB4;KRAS;GNB5
GnRH secretion	35/64	0.00539989388967728	0.0134575480531801	0	0	1.95482350808827	10.2068685017967	ITPR1;ITPR2;PIK3R3;ARRB1;ITPR3;PIK3R2;PIK3CB;CACNA1C;PIK3R1;CACNA1G;CACNA1I;NRAS;AKT2;AKT3;AKT1;MAPK1;KCNN3;KCNN4;KCNJ3;MAPK3;GABBR2;MAP2K1;GABBR1;KCNJ6;PRKCB;TRPC4;TRPC1;PLCB4;PIK3CA;GNAQ;KRAS;PLCB1;RAF1;HCN2;HCN1
Various types of N-glycan biosynthesis	23/39	0.00683206029504818	0.016894784760623	0	0	2.32712050642876	11.6033230369603	B4GALT2;B4GALT3;CHST9;B4GALT1;ALG9;RPN2;ALG2;ALG13;ALG3;DDOST;FUT8;MAN1A2;MAN2A1;MGAT4A;MGAT4B;MAN1C1;STT3A;MAN1A1;MGAT1;MGAT2;STT3B;B4GALNT3;ST3GAL3
Influenza A	82/172	0.00698524495263829	0.0171407164607047	0	0	1.47755887581354	7.33453609224671	CIITA;CXCL8;CALCOCO2;ADAR;FASLG;PIK3CB;NXT2;ACTB;ACTG1;ICAM1;IKBKB;CCND3;TBK1;CASP8;XPO1;AKT2;CASP3;AKT3;KPNA6;TNFSF10;AKT1;EP300;TRIM25;IL12A;KPNA5;KPNA2;KPNA1;JAK1;IFNAR2;MAP2K1;APAF1;CHUK;PRKCB;IFNGR1;IFNGR2;IRAK4;TYK2;DNAJC3;HNRNPUL1;IRF3;PIK3CA;OAS2;TRAF3;OAS3;NUP98;RAF1;IRF9;IFNAR1;RNASEL;NLRX1;PIK3R3;TMPRSS2;PIK3R2;PIK3R1;SOCS3;DNAJB1;NXF1;PABPN1;NLRP3;CCL2;MAPK1;FADD;BID;RAE1;MAPK3;FDPS;CREBBP;STAT1;STAT2;EIF2AK2;TNFRSF10B;EIF2S1;NFKB1;PML;RAB11A;IL6;MAVS;CDK6;CDK4;CYCS;FAS;MYD88
Toxoplasmosis	56/112	0.00722823739906966	0.0176015857275055	0	0	1.62063512979312	7.98934233861968	CIITA;LAMC2;LAMC1;IKBKB;CASP8;AKT2;CASP3;AKT3;AKT1;IL12A;CCR5;MAP3K7;JAK1;MAP2K3;IL10;CHUK;IFNGR1;PDPK1;IFNGR2;IRAK4;TYK2;PPIF;ITGA6;BIRC3;LAMA3;GNAI3;XIAP;GNAI1;GNAI2;MAPK9;MAPK8;IRAK1;ALOX5;MAPK1;LDLR;MAPK3;HSPA8;TGFB2;LAMB3;NOS2;STAT1;STAT3;LAMB1;HSPA2;MAPK14;NFKB1;MAPK13;GNAO1;MAPK10;BCL2;CYCS;TAB2;MYD88;HSPA1B;BCL2L1;HSPA1A
SNARE interactions in vesicular transport	20/33	0.00753924870535755	0.0182198510379474	0	0	2.49018915510719	12.1711300510793	STX17;STX16;GOSR2;GOSR1;SNAP23;STX7;STX11;BET1L;VAMP8;VAMP7;STX6;VTI1A;VAMP1;STX4;STX3;STX2;VAMP4;YKT6;VTI1B;VAMP3
Protein export	15/23	0.00792375524709939	0.0190050971716143	0	0	3.03415792922674	14.6789224200318	SRP19;HSPA5;SRP68;SEC61A2;OXA1L;SEC61A1;SPCS3;IMMP2L;SRP72;SRPRA;SRPRB;SEC61B;SEC62;SEC11A;SEC63
VEGF signaling pathway	32/59	0.00893882898574285	0.0212797496003878	0	0	1.91921226362314	9.05359728514054	PXN;PIK3R3;PIK3R2;PIK3CB;PIK3R1;PTGS2;CDC42;PPP3CA;PPP3CB;NRAS;PPP3R1;PPP3CC;AKT2;AKT3;KDR;AKT1;MAPK1;RAC1;PLCG1;MAPK3;MAP2K1;PRKCB;SPHK2;PLA2G4A;NFATC2;MAPK14;PTK2;MAPK13;VEGFA;PIK3CA;KRAS;RAF1
Calcium signaling pathway	110/240	0.00928654690620906	0.0219437663931903	0	0	1.37282425603593	6.42370346496585	CHRM2;FGF2;MYLK3;SLC8A1;MYLK;MYLK4;SLC8A2;FGF5;CYSLTR1;FGF7;EDNRB;FGF9;KDR;PRKACA;PRKACB;PDGFRA;PRKCB;HGF;F2R;PHKA1;ADCY9;LTB4R2;STIM2;ORAI2;VDAC3;PPIF;PDE1C;PDE1A;CHRNA7;PDGFB;ITPR1;PDGFA;ITPR2;ADRB1;ITPR3;ADRB2;CACNA1C;CACNA1E;CACNA1G;CACNA1I;GRIN2A;PPP3R1;HRH1;PDGFD;PDGFC;PLCG1;DRD1;NTSR1;GNAL;GDNF;GNAQ;FGF18;GNAS;CALM3;CALM1;CALM2;FGFR3;FGFR2;MCU;FGFR1;RYR2;FLT1;ATP2A2;HTR2C;HTR2A;RYR3;GRM1;PPP3CA;PPP3CB;GRM5;PPP3CC;BDKRB2;NOS1;CAMK1D;SPHK2;AVPR1A;NGF;ITPKB;PLCB4;ASPH;ADORA2B;PLCB1;MET;CAMK2D;PTAFR;PTGER3;CAMK2A;ADCY3;CXCR4;ADCY2;ADCY1;ADCY7;EGFR;ERBB3;ERBB4;CAMK2G;NTRK2;NOS2;NTRK3;ATP2B4;VEGFC;ATP2B3;ATP2B2;ATP2B1;MCOLN2;VEGFA;TPCN1;P2RX5;P2RX4;PLCD3
Osteoclast differentiation	62/127	0.00943268585946611	0.0221251969791889	0	0	1.54592763164569	7.20954853053833	CSF1;FHL2;PIK3CB;IKBKB;PPP3CA;PPP3CB;PPP3CC;AKT2;AKT3;BLNK;AKT1;RAC1;MAP3K7;JAK1;IFNAR2;MAP2K1;CHUK;IL1R1;IFNGR1;IFNGR2;MITF;FOS;TYK2;TGFBR1;TGFBR2;CREB1;PIK3CA;PPARG;SQSTM1;IRF9;IFNAR1;PIK3R3;PIK3R2;PIK3R1;TNFRSF11A;SOCS3;MAPK9;PPP3R1;MAPK8;CALCR;MAPK1;FYN;MAP2K7;MAPK3;JUN;TGFB2;JUND;STAT1;STAT2;NFATC2;NFATC1;MAPK14;NFKB1;FOSL2;MAPK13;FOSL1;MAPK10;CYLD;FOSB;GRB2;TAB2;MAP3K14
Aldosterone synthesis and secretion	49/98	0.0114533416875299	0.0266687299147595	0	0	1.62006319115324	7.24082989181876	ATF2;SCARB1;DAGLA;CREB3L2;PRKACA;PRKACB;CAMK1D;PRKCB;PRKCE;ATP1B3;ATP1B2;ATP1B1;ADCY9;CREB1;PLCB4;PRKD3;PRKD2;DAGLB;PLCB1;CREB5;CAMK2D;CAMK2A;ITPR1;ITPR2;ADCY3;ITPR3;ADCY2;ATP1A2;CACNA1C;ADCY1;ADCY7;ADCY6;CACNA1G;CACNA1I;CAMK2G;LDLR;PDE2A;ATP2B4;ATP2B3;ATP2B2;ATP2B1;NR4A2;NR4A1;GNAQ;GNAS;CALM3;CALM1;CALM2;KCNK3
GABAergic synapse	45/89	0.0117570274380593	0.0271774764691371	0	0	1.65668361244019	7.36114914941159	GABRB3;GABRB2;GNAI3;ADCY3;ABAT;ADCY2;ADCY1;CACNA1C;SLC6A1;ADCY7;GPHN;ADCY6;GNAI1;GLS;GNAI2;TRAK2;GNG2;GNG5;PRKACA;GLUL;PRKACB;SLC38A2;NSF;GABBR2;GABRA1;GABRP;GABARAPL1;SLC38A1;GABBR1;KCNJ6;SLC12A5;PRKCB;GABRA4;GAD1;PLCL1;GAD2;SLC6A11;GNG12;GABRG1;GNAO1;ADCY9;GNB2;GNB1;GNB4;GNB5
Chemokine signaling pathway	89/192	0.0126880335735049	0.0291185806471084	0	0	1.40109576649689	6.11871967266422	CXCL6;GSK3B;CXCL8;ARRB1;CXCL1;PIK3CB;CXCL2;CXCL5;CRKL;IKBKB;PREX1;AKT2;AKT3;AKT1;CCR7;RAC1;PRKACA;CCR5;PRKACB;JAK3;VAV3;MAP2K1;CHUK;PRKCB;PRKCD;RHOA;VAV2;TIAM1;ADCY9;PLCB4;PIK3CA;ELMO1;RAF1;PLCB1;SOS1;CRK;SOS2;SHC4;ROCK1;SHC1;ROCK2;PXN;GNAI3;PIK3R3;ADCY3;CXCR4;PIK3R2;ADCY2;PIK3R1;ADCY1;FOXO3;ADCY7;ADCY6;GNAI1;GNAI2;RAP1B;CDC42;NRAS;PAK1;RAP1A;GNG2;GRK5;CCL7;GNG5;CCL2;MAPK1;CCL1;PLCG1;CCR10;MAPK3;LYN;STAT5B;STAT1;STAT2;STAT3;BRAF;GNG12;NFKB1;PTK2;CXCL11;CXCL12;GNAQ;GNB2;GNB1;GNB4;GRB2;KRAS;GNB5;CCL28
Steroid biosynthesis	13/20	0.0138508497577506	0.031560150519446	0	0	3.00471698113208	12.8584119717075	CYP51A1;DHCR24;MSMO1;HSD17B7;LIPA;LSS;TM7SF2;SQLE;SOAT1;CYP2R1;SC5D;LBR;FDFT1
B cell receptor signaling pathway	41/81	0.0153499966421191	0.0347280065874892	0	0	1.66003090478695	6.93335151751778	GSK3B;CD81;PIK3R3;PIK3R2;PIK3CB;BCL10;PIK3R1;MALT1;IKBKB;PPP3CA;PPP3CB;NRAS;PPP3R1;PPP3CC;AKT2;AKT3;BLNK;AKT1;MAPK1;RAC1;MAPK3;VAV3;LYN;MAP2K1;JUN;CHUK;PRKCB;NFATC3;NFATC2;NFATC1;FOS;NFKB1;VAV2;PIK3CA;GRB2;KRAS;PTPN6;RAF1;SOS1;PIK3AP1;SOS2
Vibrio cholerae infection	27/50	0.0167754648869584	0.0376236688304662	0	0	1.90032759939274	7.76823115171749	ATP6V1A;ARF1;KDELR1;ADCY3;ACTB;ACTG1;SEC61A2;SEC61A1;ATP6V0A2;SEC61B;PLCG1;ATP6V1E1;PRKACA;PRKACB;ATP6V1D;ATP6V1C1;SLC12A2;ATP6V0B;ATP6V1G1;ATP6V0E1;PDIA4;TJP1;ADCY9;ATP6V1B2;GNAS;KDELR2;ATP6V0D1
Alanine, aspartate and glutamate metabolism	21/37	0.0168657825791745	0.0376236688304662	0	0	2.12420481374606	8.67199904633235	ADSL;GOT1;GAD1;GFPT2;CAD;GFPT1;GOT2;ASNS;GAD2;ABAT;GLS;GLUD1;GLUD2;CPS1;PPAT;RIMKLA;NAT8L;GLUL;RIMKLB;ASPA;NIT2
Lysosome	61/128	0.0181967218838788	0.0403107936177594	0	0	1.47515586623843	5.91023236089211	SCARB2;CLTC;AP4E1;CLTA;CTSV;LIPA;LITAF;CTSS;LAPTM4B;LAPTM4A;GNPTAB;AP1G1;LAMP3;SMPD1;LAMP2;AP1S2;AP1S1;ACP2;AP3S2;AP1S3;AP3S1;GUSB;CTSD;CTSC;HGSNAT;ATP6V0B;ENTPD4;SLC11A2;AP1B1;SUMF1;PLA2G15;NPC1;ATP6V0D1;CD63;ABCB9;GNS;GGA2;AP3M1;GGA1;GGA3;PSAP;ATP6V0A2;SLC17A5;AGA;ARSB;CTSA;ABCA2;CD164;SORT1;FUCA2;M6PR;AP3D1;CTNS;AP4B1;IGF2R;GALC;GLB1;PPT1;MAN2B1;TPP1;PPT2
NOD-like receptor signaling pathway	83/181	0.0211706323719253	0.0465753912182357	0	0	1.37277553179431	5.29224230724929	YWHAE;CXCL8;HSP90AB1;TNFAIP3;CXCL1;ANTXR2;ANTXR1;CXCL2;TXN2;IKBKB;PANX1;TBK1;CASP8;NAMPT;DNM1L;MAP3K7;JAK1;IFNAR2;CASR;GABARAPL1;HSP90AA1;CHUK;RIPK2;PRKCD;IRAK4;TYK2;RHOA;PLCB4;IRF3;OAS2;TRAF3;OAS3;TRAF5;VDAC3;TXNIP;PLCB1;IRF9;IFNAR1;BIRC3;RNASEL;NLRX1;ITPR1;ITPR2;XIAP;ITPR3;TXN;MAPK9;MAPK8;DHX33;IFI16;MFN1;NLRP3;CCL2;MAPK1;MFN2;TRPM7;FADD;NLRP1;TP53BP1;ATG5;GBP3;MAPK3;JUN;STAT1;STAT2;NEK7;ERBIN;MAPK14;NFKB1;MAPK13;MAPK10;IL6;MAVS;ATG16L1;TRIP6;BCL2;TAB3;TAB2;PKN2;SUGT1;MCU;MYD88;BCL2L1
Amphetamine addiction	35/69	0.0230261101946267	0.0501583415613572	0	0	1.66667310813945	6.28523509341068	GRIA1;ATF2;GRIA2;CAMK2D;DDC;HDAC2;MAOA;CAMK2A;CACNA1C;PPP1CB;PPP1CC;PPP3CA;PPP3CB;GRIN2A;PPP3R1;PPP3CC;CREB3L2;DRD1;PRKACA;PRKACB;CAMK2G;SLC18A2;GRIA3;JUN;PRKCB;FOS;SIRT1;GRIN2B;CREB1;GNAS;FOSB;CALM3;CALM1;CALM2;CREB5
Mannose type O-glycan biosynthesis	14/23	0.0231137185251395	0.0501583415613572	0	0	2.51669360357606	9.48121270168905	B4GALT2;POMT2;B4GALT3;B4GALT1;B3GAT1;FUT4;B4GAT1;FUT9;MGAT5B;CHST10;POMK;LARGE2;FKTN;ST3GAL3
Cortisol synthesis and secretion	33/65	0.0264056170680572	0.0569148097615558	0	0	1.66948157514451	6.06719408615689	ATF2;SCARB1;ITPR1;ADCY3;ITPR2;KCNA4;ADCY2;ITPR3;ADCY1;CACNA1C;ADCY7;ADCY6;CACNA1G;CACNA1I;CREB3L2;PDE8B;PRKACA;PDE8A;PRKACB;LDLR;PBX1;NR4A1;ADCY9;CREB1;PLCB4;NCEH1;SP1;GNAQ;GNAS;PLCB1;KCNK2;KCNK3;CREB5
Amoebiasis	49/102	0.0270664842178111	0.0579477078220252	0	0	1.49730742098622	5.40446983812054	CXCL8;CXCL1;LAMC2;LAMC1;PIK3CB;CXCL2;CASP3;IL12A;PRKACA;PRKACB;IL10;ARG2;IL1R1;PRKCB;SERPINB9;ACTN4;SERPINB6;PLCB4;COL4A2;PIK3CA;COL4A1;COL4A6;COL4A5;PLCB1;VCL;RAB7A;RAB5B;RAB5C;SERPINB13;LAMA3;PIK3R3;PIK3R2;PIK3R1;ADCY1;TGFB2;LAMB3;NOS2;FN1;LAMB1;NFKB1;PTK2;COL1A1;IL6;COL3A1;COL1A2;GNAL;GNAQ;GNAS;RAB5A
Basal cell carcinoma	32/63	0.028288005056933	0.0597607524050439	0	0	1.67102960555586	5.95775095159833	GSK3B;CDKN1A;WNT2B;HHIP;LEF1;FZD10;GLI3;GLI2;DVL3;POLK;WNT4;TCF7L2;WNT10B;FZD3;TCF7L1;FZD2;WNT5B;FZD4;WNT3A;PTCH1;WNT5A;FZD6;PTCH2;FZD8;WNT7A;AXIN2;WNT9A;BMP4;BMP2;SMO;CTNNB1;TP53
Lysine degradation	32/63	0.028288005056933	0.0597607524050439	0	0	1.67102960555586	5.95775095159833	KMT2E;SUV39H2;KMT2D;COLGALT2;ECHS1;KMT2A;SUV39H1;KMT2C;SETD7;DOT1L;KMT2B;EHMT1;DLST;PLOD2;PRDM2;NSD3;ALDH2;MECOM;NSD1;NSD2;PRDM16;KMT5B;COLGALT1;PHYKPL;SETD1B;ASH1L;ALDH3A2;HADHA;EHHADH;DLD;EZH1;EZH2
Leukocyte transendothelial migration	54/114	0.0285676427164798	0.0599544607010332	0	0	1.45771308128046	5.18287054469622	CTNND1;PIK3CB;ARHGAP5;CLDN1;ACTB;ARHGAP35;ACTG1;ICAM1;RASSF5;RAC1;VAV3;ITGA4;PRKCB;MMP2;ACTN4;MMP9;RHOA;VAV2;CLDN11;CLDN4;PIK3CA;CLDN18;EZR;VCL;RAPGEF3;RAPGEF4;ROCK1;ROCK2;PXN;GNAI3;PIK3R3;CXCR4;PIK3R2;PIK3R1;MYL12A;GNAI1;GNAI2;RAP1B;CDC42;RAP1A;CTNNA1;CTNNA3;PLCG1;CTNNA2;JAM3;MSN;MAPK14;PTK2;MAPK13;AFDN;OCLN;CXCL12;CTNNB1;SIPA1
Th17 cell differentiation	51/107	0.0288035253542061	0.0600544090718416	0	0	1.47496378720042	5.23207634339445	HSP90AB1;RORC;RORA;AHR;IL1RAP;IKBKB;PPP3CA;PPP3CB;PPP3CC;IL6R;JAK3;JAK1;HSP90AA1;CHUK;IL1R1;IFNGR1;IFNGR2;FOS;TYK2;TGFBR1;RUNX1;TGFBR2;IRF4;PRKCQ;IL6ST;GATA3;HIF1A;MAPK9;PPP3R1;MAPK8;RXRA;MAPK1;PLCG1;MAPK3;SMAD2;STAT5B;JUN;SMAD4;SMAD3;STAT1;STAT3;NFATC3;NFATC2;NFATC1;MAPK14;NFKB1;MTOR;MAPK13;MAPK10;IL6;IL2RB
Fc epsilon RI signaling pathway	34/68	0.0315480218618395	0.0653494738566676	0	0	1.61884115096571	5.59511064709683	PIK3R3;PIK3R2;PIK3CB;PIK3R1;MAPK9;MAPK8;NRAS;AKT2;ALOX5;AKT3;AKT1;MAPK1;FYN;RAC1;PLCG1;MAP2K7;MAPK3;MAP2K3;VAV3;LYN;MAP2K4;MAP2K1;PDPK1;PLA2G4A;MAPK14;VAV2;MAPK13;MAPK10;PIK3CA;GRB2;KRAS;RAF1;SOS1;SOS2
Purine metabolism	60/129	0.0329994241553066	0.0679149439067277	0	0	1.40850075950818	4.80476957931756	GUCY1B1;GDA;PDE3B;NUDT5;PNP;GUK1;PPAT;PDE4B;PDE4A;ENPP4;PDE8B;PDE8A;GUCY1A2;ENTPD1;GUCY1A1;ADSL;ENTPD4;PDE4D;ENTPD6;NME3;NME4;AMPD3;DCK;NME1;NT5C3A;ADCY9;PKM;NME6;RRM2B;PDE5A;HPRT1;GART;PRPS2;PRPS1;CANT1;PDE1C;PDE1A;GMPR2;AK2;AK3;ADCY3;AK4;ADCY2;ADCY1;NT5C2;ADCY7;ADCY6;PAPSS2;NT5E;PDE6D;RRM2;PDE2A;PAICS;PDE10A;IMPDH1;IMPDH2;PDE3A;PDE7B;PDE7A;ADA
Aldosterone-regulated sodium reabsorption	20/37	0.0364178505229557	0.0744698353642491	0	0	1.90364513018322	6.30619803757015	IRS1;PDPK1;PRKCB;INSR;NEDD4L;PIK3R3;ATP1A2;PIK3R2;ATP1B3;PIK3CB;PIK3R1;ATP1B2;IGF1;ATP1B1;NR3C2;PIK3CA;MAPK1;KRAS;SGK1;MAPK3
Terpenoid backbone biosynthesis	13/22	0.0380707675284591	0.0773539798826653	0	0	2.33662357325879	7.63680679750134	FDPS;NUS1;ICMT;MVK;HMGCS1;HMGCR;DHDDS;ZMPSTE24;FNTA;FNTB;PDSS1;RCE1;PCYOX1
ECM-receptor interaction	42/88	0.043151914400803	0.0871231689484568	0	0	1.47818652820111	4.64598238091441	SDC4;ITGB4;LAMA3;TNC;LAMC2;LAMC1;HMMR;THBS1;RELN;SV2C;SV2B;DAG1;ITGB8;ITGAV;ITGB6;ITGA4;LAMB3;ITGA2;ITGA1;FN1;LAMB1;NPNT;HSPG2;COL1A1;COL1A2;FRAS1;COL4A2;COL4A1;COL6A1;ITGA11;COL4A6;ITGA8;COL9A1;COL4A5;SDC1;ITGA6;CD47;ITGA5;AGRN;CD44;FREM2;ITGA9
RNA degradation	38/79	0.0463837936868213	0.0930593093465157	0	0	1.50032543837993	4.60720708998145	BTG3;DDX6;BTG2;BTG1;ENO1;TENT4A;TOB2;TENT4B;TOB1;EDC3;HSPD1;EXOSC6;DHX36;PABPC4L;HSPA9;TTC37;CNOT6L;PABPC4;CNOT10;LSM5;PATL1;CNOT4;CNOT6;PFKL;CNOT7;PAN3;XRN1;CNOT1;PNLDC1;CNOT2;PABPC3;PABPC1;CNOT8;DCP1A;CNOT9;PFKM;DCP2;PFKP
Dilated cardiomyopathy	45/96	0.0513461118034607	0.10237131040815	0	0	1.42848297213622	4.24140316526666	RYR2;ITGB4;ATP2A2;ADCY3;ADCY2;ADRB1;ADCY1;CACNA1C;ADCY7;ACTB;SLC8A1;ADCY6;ACTG1;SLC8A2;TTN;SGCD;SGCB;LMNA;DAG1;ITGB8;ITGAV;DMD;ITGB6;PRKACA;EMD;PRKACB;CACNG4;TGFB2;ITGA4;TPM4;TPM3;CACNA2D1;ITGA2;TPM2;ITGA1;IGF1;CACNB2;ADCY9;CACNB4;ITGA11;ITGA8;GNAS;ITGA6;ITGA5;ITGA9
Chemical carcinogenesis	104/239	0.0527551751397287	0.104527334593624	0	0	1.24836572416469	3.67280856349856	RB1;ATF2;AHR;FGF2;FGF5;RPS6KA3;RPS6KA6;CCND3;FGF7;CCND1;FGF9;AKT2;MYC;RPS6KA2;AKT3;CREB3L2;KPNA6;AKT1;CYP1B1;KPNA4;KPNA5;PRKACA;KPNA2;PRKACB;KPNA3;KPNA1;PAQR8;MAP2K1;PRKCB;AIP;CDC25A;AR;ADCY9;PGR;RAF1;KPNB1;NOTCH2;CHRNA7;MGST1;MGST2;PIK3R3;PIK3R2;ADRB1;PIK3R1;ADRB2;CACNA1C;HSP90B1;HSD11B1;EIF4EBP1;STAT5B;JUN;JAG1;EPHX4;CDC6;ESR1;NFKB1;BCL6;NAT1;FGF18;BCL2;GNAS;GRB2;HSP90AB1;ARRB1;PIK3CB;UGT2A2;HSP90AA1;ARNT;FOS;CREB1;PIK3CA;BIRC5;PPARA;SOS1;SOS2;CREB5;GSTP1;GNAI3;ADCY3;XIAP;ADCY2;ADCY1;PTGS2;ADCY7;DLL1;ADCY6;EGFR;GNAI1;GNAI2;NRAS;RXRA;E2F1;MAPK1;MAPK3;PTGES3;STAT3;AKR1C2;KLF4;MTOR;VEGFA;KLF5;RPS6KB1;RPS6KB2;KRAS
Synaptic vesicle cycle	37/78	0.0605297493647019	0.119191296588518	0	0	1.46065117591239	4.0965719534476	ATP6V1A;SNAP25;STXBP1;CLTC;SLC1A1;SLC1A2;CLTA;AP2A1;SLC6A1;CPLX2;CPLX1;RIMS1;AP2S1;ATP6V0A2;SLC17A7;STX3;ATP6V1E1;STX2;ATP6V1D;AP2M1;SLC18A2;ATP6V1C1;NSF;UNC13C;ATP6V0B;ATP6V1G1;ATP6V0E1;UNC13A;SYT1;SLC6A11;AP2B1;DNM1;DNM3;SLC6A5;SLC6A9;ATP6V1B2;ATP6V0D1
Hypertrophic cardiomyopathy	42/90	0.0625506344128783	0.122415045262013	0	0	1.41636525055899	3.92585131566657	RYR2;PRKAA1;PRKAA2;ITGB4;ATP2A2;PRKAG2;CACNA1C;ACTB;SLC8A1;ACTG1;SLC8A2;TTN;SGCD;SGCB;LMNA;DAG1;ITGB8;ITGAV;DMD;ITGB6;EMD;CACNG4;EDN1;PRKAB2;TGFB2;ITGA4;TPM4;TPM3;CACNA2D1;ITGA2;TPM2;ITGA1;IGF1;PRKAB1;CACNB2;IL6;CACNB4;ITGA11;ITGA8;ITGA6;ITGA5;ITGA9
Citrate cycle (TCA cycle)	16/30	0.0663860434345426	0.129128950339141	0	0	1.84873508978896	5.0142658265511	MDH1;MDH2;IDH1;IDH2;DLST;SDHC;PDHB;CS;ACLY;SUCLA2;OGDH;ACO1;SUCLG1;DLD;IDH3A;PCK2
Glycerophospholipid metabolism	45/98	0.0722348817761575	0.139654104767238	0	0	1.3743545183714	3.61157308873209	CDS1;AGPAT5;DGKE;LPGAT1;DGKA;LPCAT1;AGPAT1;LCLAT1;AGPAT2;PLD3;AGPAT3;SELENOI;PTDSS1;GPAT4;CDIPT;LYPLA2;LYPLA1;PCYT1B;PLA2G12A;PLA2G2D;PCYT1A;CHKA;MBOAT7;PLA2G2A;PLA2G4A;MBOAT2;PLAAT3;GPCPD1;CRLS1;PISD;PLA2G15;GPAM;ETNK2;GPD2;ETNK1;LPCAT3;LPCAT2;CHPT1;PNPLA6;PLPP3;LPIN1;LPIN2;DGKI;DGKH;CDS2
Sphingolipid metabolism	24/49	0.0814264265111371	0.156476084681041	0	0	1.55318199711324	3.89546650847314	CERS3;CERS6;CERK;SGMS1;SPHK2;SGMS2;SGPP2;SGPP1;ACER2;GALC;UGCG;UGT8;SGPL1;SPTLC1;SPTLC2;GLB1;SMPD1;PSAP;ACER3;KDSR;B4GALT6;PLPP3;CERS1;CERS2
Th1 and Th2 cell differentiation	42/92	0.0875445749535887	0.166514059131859	0	0	1.35948967512824	3.31118282379156	NOTCH2;NOTCH3;NOTCH1;MAML1;GATA3;RBPJ;DLL1;IKBKB;PPP3CA;MAPK9;PPP3CB;MAPK8;PPP3R1;PPP3CC;MAPK1;IL12A;PLCG1;JAK3;JAK1;MAPK3;JAG2;STAT5B;JUN;JAG1;CHUK;IFNGR1;STAT1;IFNGR2;NFATC3;NFATC2;NFATC1;FOS;TYK2;MAPK14;RUNX3;NFKB1;MAPK13;MAPK10;MAF;IL2RB;PRKCQ;MAML3
Other types of O-glycan biosynthesis	23/47	0.087693924558471	0.166514059131859	0	0	1.55040781072334	3.77354169038355	B4GALT2;POMT2;GALNT7;B4GALT3;COLGALT2;ST6GAL1;B4GALT1;GALNT13;ST6GAL2;GALNT16;GALNT3;GALNT2;GALNT1;C1GALT1;GXYLT1;LFNG;POFUT1;EOGT;POC1B-GALNT4;XXYLT1;COLGALT1;OGT;ST3GAL3
RNA polymerase	16/31	0.0898282671671238	0.169557498380547	0	0	1.72534626643946	4.15783531736728	POLR3A;POLR2A;POLR2B;POLR1A;POLR1B;POLR3D;POLR2D;POLR1C;POLR3E;POLR1D;POLR3F;POLR3G;POLR3H;POLR2H;POLR3K;POLR2L
